variable,mean,median,percentile_95,maximum
debris_diameter_m,0.019751732740395694,0.014143694941964937,0.044369317123738025,0.984959294189192
relative_speed_km_s,9.998236671686378,9.997207802911785,13.293925388284366,19.865961426790488
warning_time_hour,33.982294405443284,32.20060596148387,59.4484956583145,71.90676488635404
miss_distance_km,0.6662374663350515,0.7061211850386326,0.9746304989504291,0.9999975748014205
position_error_km,0.05536606173399696,0.0522778902084581,0.0913880636685256,0.10969873008357091
collision_probability,6.346146418912589e-06,1.8549160679635968e-37,5.035399299839148e-07,0.005501262707217421
required_delta_v_m_s,2.668958074182049e-05,0.0,0.0,0.006929398606944113
