candidate_id,M,N,total_satellites,inclination,phase_factor,space_time_coverage_ratio,full_region_coverage_ratio,worst_instantaneous_ratio,minimum_point_ratio,average_multiplicity,maximum_gap_minutes,feasible,elapsed_time_second
1,32,64,2048,53.0,23,0.9999873737373738,0.8534722222222222,0.9998383838383839,0.9979166666666667,4.1647888608305275,0.5,False,40.53299069404602
3,32,64,2048,53.75,21,0.999968265993266,0.6340277777777777,0.9998383838383839,0.9958333333333333,4.071308529741863,0.5,False,42.14478278160095
2,32,64,2048,53.5,21,0.9999598484848485,0.5913194444444444,0.9997575757575757,0.9965277777777778,4.1044478395061725,0.5,False,44.88871693611145
