M,N,total_satellites,inclination,phase_factor,space_time_coverage_ratio,full_region_coverage_ratio,worst_instantaneous_ratio,minimum_point_coverage_ratio,average_multiplicity,maximum_gap_minutes,feasible
32,64,2048,55.5,31,0.99765625,0.30277777777777776,0.9925,0.9347222222222222,3.7615850694444446,4.0,False
32,64,2048,57.5,21,0.9980763888888889,0.3,0.99375,0.9680555555555556,3.4470850694444444,2.0,False
32,64,2048,56.5,22,0.9986284722222222,0.2986111111111111,0.99625,0.9625,3.6055972222222223,6.0,False
32,64,2048,56.0,4,0.9984739583333333,0.29583333333333334,0.995,0.9722222222222222,3.6895694444444445,4.0,False
32,64,2048,58.0,21,0.9979565972222222,0.29583333333333334,0.995,0.9722222222222222,3.389074652777778,2.0,False
32,64,2048,57.0,1,0.9981302083333333,0.29583333333333334,0.9925,0.9583333333333334,3.5141163194444442,2.0,False
32,64,2048,56.0,14,0.9977170138888889,0.29583333333333334,0.9925,0.9416666666666667,3.6896545138888888,6.0,False
32,64,2048,56.0,26,0.9987534722222222,0.29444444444444445,0.99625,0.9527777777777777,3.690036458333333,4.0,False
32,64,2048,54.5,22,0.9986770833333334,0.2902777777777778,0.99625,0.9638888888888889,3.922987847222222,4.0,False
32,64,2048,55.5,26,0.9989097222222222,0.28888888888888886,0.99625,0.9583333333333334,3.7617326388888888,4.0,False
32,64,2048,57.5,27,0.9988836805555555,0.2861111111111111,0.9975,0.9541666666666667,3.4468368055555554,2.0,False
32,64,2048,56.0,31,0.9978229166666667,0.2847222222222222,0.9925,0.9444444444444444,3.6897881944444446,4.0,False
32,64,2048,54.5,12,0.9989409722222222,0.2833333333333333,0.99625,0.9527777777777777,3.9228489583333332,4.0,False
32,64,2048,54.5,24,0.998671875,0.28194444444444444,0.99625,0.9694444444444444,3.9222274305555556,2.0,False
32,64,2048,56.0,24,0.9986475694444444,0.28055555555555556,0.99625,0.9597222222222223,3.68996875,4.0,False
32,64,2048,54.0,18,0.9989878472222222,0.2791666666666667,0.9975,0.9694444444444444,3.999229166666667,4.0,False
32,64,2048,57.0,6,0.9985885416666667,0.2791666666666667,0.995,0.975,3.5140399305555556,4.0,False
32,64,2048,56.0,28,0.9986875,0.275,0.995,0.9638888888888889,3.689798611111111,4.0,False
32,64,2048,55.5,13,0.9989375,0.27361111111111114,0.9975,0.975,3.7615173611111112,4.0,False
32,64,2048,58.0,25,0.9987621527777778,0.27361111111111114,0.99625,0.9722222222222222,3.3889375,2.0,False
32,64,2048,57.5,17,0.9986961805555555,0.27361111111111114,0.99625,0.9680555555555556,3.447017361111111,2.0,False
32,64,2048,55.0,7,0.9986631944444444,0.27361111111111114,0.995,0.9638888888888889,3.8333854166666668,6.0,False
32,64,2048,54.5,3,0.9985677083333333,0.2722222222222222,0.99625,0.9513888888888888,3.922595486111111,2.0,False
32,64,2048,57.0,11,0.9986666666666667,0.26805555555555555,0.9975,0.9611111111111111,3.514425347222222,2.0,False
