M,N,total_satellites,inclination,phase_factor,space_time_coverage_ratio,full_region_coverage_ratio,worst_instantaneous_ratio,minimum_point_coverage_ratio,average_multiplicity,maximum_gap_minutes,feasible
32,64,2048,55.0,3,0.9978420138888889,0.16944444444444445,0.99375,0.9444444444444444,3.8328559027777778,6.0,False
32,64,2048,56.5,16,0.9981006944444445,0.16805555555555557,0.995,0.9597222222222223,3.606052083333333,6.0,False
32,64,2048,56.5,29,0.9978489583333333,0.16805555555555557,0.99375,0.9541666666666667,3.6061597222222224,4.0,False
32,64,2048,57.5,25,0.9986996527777777,0.16666666666666666,0.99625,0.9652777777777778,3.447012152777778,2.0,False
32,64,2048,57.5,7,0.998609375,0.16111111111111112,0.99625,0.9652777777777778,3.4473177083333333,2.0,False
32,64,2048,55.0,12,0.9983784722222222,0.1597222222222222,0.99375,0.9305555555555556,3.833220486111111,6.0,False
32,64,2048,57.5,23,0.9983958333333334,0.15833333333333333,0.995,0.9638888888888889,3.4471215277777776,2.0,False
32,64,2048,56.5,11,0.9982274305555555,0.15138888888888888,0.99625,0.9597222222222223,3.605949652777778,2.0,False
32,64,2048,55.5,3,0.9976614583333333,0.14722222222222223,0.99375,0.9375,3.7617100694444443,4.0,False
32,64,2048,56.5,18,0.99828125,0.14305555555555555,0.995,0.9555555555555556,3.606109375,6.0,False
32,64,2048,57.0,17,0.9984704861111111,0.14027777777777778,0.99625,0.9680555555555556,3.5142152777777778,2.0,False
32,64,2048,57.0,27,0.998296875,0.13472222222222222,0.99625,0.95,3.5133072916666666,2.0,False
32,64,2048,55.0,22,0.9981753472222222,0.13472222222222222,0.995,0.9597222222222223,3.833109375,4.0,False
32,64,2048,56.5,19,0.9984930555555556,0.12916666666666668,0.99625,0.9680555555555556,3.606034722222222,2.0,False
32,64,2048,58.0,9,0.9983402777777778,0.12777777777777777,0.99625,0.9722222222222222,3.3890243055555556,2.0,False
32,64,2048,55.5,25,0.9976180555555556,0.12777777777777777,0.99375,0.9597222222222223,3.7616180555555556,4.0,False
32,64,2048,56.0,20,0.9977326388888889,0.12638888888888888,0.9925,0.9472222222222222,3.6898819444444446,6.0,False
32,64,2048,56.5,9,0.9982361111111111,0.11805555555555555,0.99625,0.9611111111111111,3.6060555555555553,2.0,False
32,64,2048,57.0,19,0.9983298611111111,0.10694444444444444,0.99625,0.9638888888888889,3.5141336805555556,2.0,False
32,64,2048,55.5,29,0.9977395833333333,0.10416666666666667,0.995,0.9458333333333333,3.7617274305555557,4.0,False
32,64,2048,57.0,5,0.9984774305555556,0.10138888888888889,0.9975,0.9611111111111111,3.5139930555555554,2.0,False
32,64,2048,56.0,11,0.9982447916666667,0.10138888888888889,0.995,0.9638888888888889,3.6898263888888887,2.0,False
32,64,2048,56.0,23,0.9977309027777778,0.1,0.995,0.9652777777777778,3.689628472222222,4.0,False
32,64,2048,57.0,7,0.9985555555555555,0.09166666666666666,0.99625,0.9597222222222223,3.5142152777777778,2.0,False
32,64,2048,56.0,29,0.9975885416666667,0.08194444444444444,0.99375,0.9486111111111111,3.6900572916666667,4.0,False
32,64,2048,56.5,21,0.9980434027777778,0.07777777777777778,0.99625,0.9652777777777778,3.6056145833333333,4.0,False
32,64,2048,55.0,27,0.9981215277777777,0.0763888888888889,0.99625,0.9597222222222223,3.8328854166666666,4.0,False
32,64,2048,54.5,18,0.9984756944444444,0.075,0.99625,0.9569444444444445,3.922597222222222,4.0,False
32,64,2048,56.0,16,0.99703125,0.07361111111111111,0.99375,0.9458333333333333,3.6899322916666666,6.0,False
32,64,2048,55.0,16,0.9977083333333333,0.07361111111111111,0.99375,0.9347222222222222,3.8330416666666665,6.0,False
32,64,2048,55.5,20,0.9973559027777777,0.06666666666666667,0.9925,0.9458333333333333,3.7617743055555555,4.0,False
32,64,2048,57.0,25,0.998140625,0.0625,0.995,0.9597222222222223,3.51428125,2.0,False
32,64,2048,56.5,5,0.99825,0.05138888888888889,0.99625,0.9541666666666667,3.6059184027777778,4.0,False
32,64,2048,54.5,20,0.9982621527777777,0.04722222222222222,0.99625,0.9569444444444445,3.922826388888889,4.0,False
32,64,2048,56.0,5,0.9979600694444445,0.04583333333333333,0.995,0.9513888888888888,3.689640625,4.0,False
32,64,2048,55.5,16,0.9972118055555556,0.04583333333333333,0.99375,0.9347222222222222,3.761671875,6.0,False
32,64,2048,56.5,27,0.9975746527777778,0.044444444444444446,0.99375,0.9527777777777777,3.606043402777778,4.0,False
32,64,2048,55.5,27,0.9974913194444445,0.03333333333333333,0.99375,0.9513888888888888,3.7613524305555557,4.0,False
32,64,2048,55.0,5,0.9980121527777778,0.03194444444444444,0.995,0.9541666666666667,3.833314236111111,6.0,False
32,64,2048,56.0,18,0.9971475694444445,0.030555555555555555,0.995,0.9444444444444444,3.6901961805555556,6.0,False
32,64,2048,56.5,23,0.9976961805555555,0.030555555555555555,0.99375,0.9611111111111111,3.606001736111111,4.0,False
32,64,2048,56.0,27,0.9973333333333333,0.030555555555555555,0.99375,0.9486111111111111,3.689435763888889,4.0,False
32,64,2048,56.5,7,0.9981961805555556,0.029166666666666667,0.995,0.9569444444444445,3.6059305555555556,4.0,False
32,64,2048,55.5,7,0.9978420138888889,0.02361111111111111,0.99375,0.9583333333333334,3.761755208333333,4.0,False
32,64,2048,55.0,20,0.9977152777777778,0.022222222222222223,0.995,0.9486111111111111,3.83375,4.0,False
32,64,2048,57.0,23,0.9976197916666667,0.015277777777777777,0.995,0.9638888888888889,3.514222222222222,2.0,False
32,64,2048,55.5,5,0.9977447916666666,0.013888888888888888,0.995,0.9513888888888888,3.7616493055555558,4.0,False
32,64,2048,56.0,9,0.9975329861111111,0.009722222222222222,0.99375,0.9625,3.690109375,4.0,False
32,64,2048,56.0,25,0.9969878472222222,0.004166666666666667,0.99375,0.9555555555555556,3.6901163194444444,4.0,False
32,64,2048,55.0,18,0.99765625,0.002777777777777778,0.995,0.9402777777777778,3.832907986111111,4.0,False
32,64,2048,56.5,25,0.9975190972222222,0.001388888888888889,0.995,0.9583333333333334,3.606088541666667,4.0,False
32,64,2048,56.0,7,0.9977829861111112,0.0,0.99375,0.9569444444444445,3.6895607638888888,4.0,False
32,64,2048,55.5,18,0.996796875,0.0,0.99375,0.9291666666666667,3.761548611111111,6.0,False
